,지번주소,동,사업장명,업태구분명,좌표정보(X),좌표정보(Y),경도,위도
1162,서울특별시 강서구 화곡동 105-61 103호,화곡동,내당흑염소,한식,186064.5728,448855.4214,126.84021619147147,37.54184918699892
1163,서울특별시 강서구 마곡동 757 두산더랜드파크 209~211호 C동,마곡동,이남장 마곡나루점,한식,184655.2643,451864.2982,126.8242065020734,37.56893627904596
1164,서울특별시 강서구 화곡동 391-58 (지상 1층),화곡동,두마리찜닭 두찜 강서곰달래점,일식,186656.0685,447638.5145,126.84693126192941,37.53089376606744
1165,서울특별시 강서구 마곡동 795-2 마곡아이파크 217호,마곡동,시그니처 Bar,한식,185581.018,450935.144,126.83470366944309,37.56057975418532
1166,서울특별시 강서구 염창동 244-38 염창빌딩 (지상 1층) 102호,염창동,아라치 염창점,호프/통닭,188457.8606,450084.8005,126.86727717761087,37.552958978728874
1167,서울특별시 강서구 화곡동 1111-4 (지상 1층) 107호,화곡동,이도비어(2도비어),한식,186827.5454,450205.9996,126.84882499045659,37.55402900293585
1168,서울특별시 강서구 내발산동 720-10 (지상 1층) ,내발산동,황금 복 분식 요릿집,분식,185321.6709,449681.7242,126.83179356247386,37.54928250014922
1169,서울특별시 강서구 공항동 1373-5 김포공항 국내선청사 (지상 3층),공항동,빌라드샬롯카페 김포공항3층,경양식,183007.2201,450515.642,126.80558327656568,37.556756070767506
1170,서울특별시 강서구 화곡동 1111-4 (지상 1층) 102호,화곡동,담백,한식,186827.5454,450205.9996,126.84882499045659,37.55402900293585
1171,서울특별시 강서구 화곡동 342-13번지 (지상 1층) ,화곡동,미스터초밥왕,일식,186501.2307,447719.1162,126.84517801804277,37.531617716928814
1172,서울특별시 강서구 화곡동 794-12 녹정빌딩 (지상 1층),화곡동,최배달떡순튀 화곡점,분식,187577.4621,447737.4582,126.85735376365778,37.53179816881516
1173,서울특별시 강서구 화곡동 1117-12번지 1층 ,화곡동,마더스시,일식,186711.5327,449978.5634,126.8475162131824,37.55197815844872
1174,서울특별시 강서구 화곡동 1073-12 삼광빌라(지상 1층),화곡동,이팔복 돈까스,한식,185618.8963,448709.8519,126.8351761615299,37.54053075007639
1175,서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 101호,마곡동,이치류,일식,185127.2854,450939.2211,126.82956825415673,37.5606092471365
1176,서울특별시 강서구 등촌동 647-2번지 (지상 1층) ,등촌동,대흥 왕족발,한식,187910.2517,450139.068,126.86107907946561,37.55344086622079
1177,서울특별시 강서구 화곡동 1099-5 (지상 1층),화곡동,명태어장&쭈갑골 강서점,한식,186628.8937,450130.9036,126.84657822590266,37.553349524046716
1178,서울특별시 강서구 등촌동 668-3 승우엘레텍 2층 ,등촌동,호수꼬치,호프/통닭,186151.1288,450705.5536,126.84116052245652,37.55851995826412
1179,서울특별시 강서구 화곡동 799-22 (지상 1층) 3호,화곡동,두호표 옛날통닭,호프/통닭,187544.6806,447851.4878,126.85698094289998,37.53282512103228
1180,서울특별시 강서구 가양동 155-8 (지상 2층),가양동,양천골 흑염소 요리 전문점,한식,185894.0588,451855.8527,126.83822887314443,37.5688800691743
1181,서울특별시 강서구 화곡동 1096-28번지 (지상 1층) ,화곡동,빛나는 커피집,기타,186728.8299,450332.2493,126.84770553442003,37.55516507400472
1182,서울특별시 강서구 방화동 829 오피앙Ⅱ 1층 113호,방화동,금 스시,일식,183366.2835,452915.9637,126.80959229124333,37.578389144656796
1183,서울특별시 강서구 등촌동 655-27번지 등촌현대1차아파트 2층 상가동 201호,등촌동,통큰 푸드,한식,187146.1253,450413.6462,126.85242670168896,37.55590439135883
1184,"서울특별시 강서구 마곡동 774-4 마곡센트럴타워Ⅰ(지상 1층), 108~110호",마곡동,직화장인 마곡센트럴점,식육(숯불구이),185150.3214,450822.8706,126.82983133979313,37.559561318948866
1185,"서울특별시 강서구 마곡동 795-2 마곡아이파크 103,104호",마곡동,선담,경양식,185581.018,450935.144,126.83470366944309,37.56057975418532
1186,서울특별시 강서구 화곡동 1069번지 1층 ,화곡동,박씨네생고기,한식,185235.1831,448697.8582,126.83083471172235,37.540416599268234
1187,서울특별시 강서구 등촌동 721번지 (지하 1층) B103호,등촌동,서오릉피자,경양식,187835.8119,448198.1619,126.86026897151854,37.5359525272075
1188,서울특별시 강서구 화곡동 1114-24 1층 ,화곡동,피자컴퍼니,경양식,187020.5899,450262.7568,126.85100866462246,37.554543129506506
1189,서울특별시 강서구 화곡동 1115-4번지 (지상 1층) ,화곡동,원조부안집 강서구청점,한식,186854.8137,450111.7061,126.84913528243777,37.55317982146921
1190,서울특별시 강서구 화곡동 1086-1 1층 2호,화곡동,올림푸스푸드,한식,185440.9083,448555.3181,126.8331653143221,37.53913561325766
1191,서울특별시 강서구 화곡동 897-22 이수아트빌2차 2층 201호,화곡동,네모 찹쌀 탕수육,한식,186573.0559,447599.3556,126.84599281843977,37.53053973799281
1192,"서울특별시 강서구 마곡동 777-5 마곡보타닉파크프라자 1층 107,108호",마곡동,양천 샤브 손칼국수 마곡본점,"외국음식전문점(인도,태국등)",185771.9284,451647.3842,126.83685051309297,37.56699991374289
1193,서울특별시 강서구 마곡동 796-5 마곡테크노타워 303호,마곡동,카페/바 깔루아,경양식,185297.0,450920.0,126.83148946658822,37.560438802428195
1194,서울특별시 강서구 가양동 1488번지 가양프라자 (지상 2층) 203호,가양동,블랙우드(BLACKWOOD),"외국음식전문점(인도,태국등)",187582.8517,451006.6691,126.85735916894393,37.56125346664591
1195,서울특별시 강서구 방화동 179-17번지 (지상 1층) ,방화동,연탄구이 한판,한식,183812.7449,452272.9039,126.81466077954627,37.572603273665614
1196,서울특별시 강서구 방화동 569-47번지 1층 ,방화동,엄마왕족발,한식,183354.2945,452196.251,126.80947296961874,37.571904443692496
1197,서울특별시 강서구 가양동 116-3번지 ,가양동,버디,경양식,186023.072,451645.2275,126.8396932353006,37.56698434306084
1198,서울특별시 강서구 화곡동 360-10 (지상 1층),화곡동,미나리 생삼겹살 엄마네 밥집,한식,185558.3415,447752.9753,126.8345098811931,37.53190844261991
1199,서울특별시 강서구 마곡동 774-12 마커스빌딩 (지상 1층) 101호,마곡동,담솥 마곡점,한식,185177.8435,450877.7107,126.83014171732589,37.56005586524583
1200,서울특별시 강서구 마곡동 760-2 마곡나루역캐슬파크 (지상 1층) 117호,마곡동,마나,한식,184687.8947,451746.9315,126.82457831351897,37.567879368900215
1201,서울특별시 강서구 화곡동 800-2번지 1층 ,화곡동,엄마네 작은부엌,한식,187533.4618,447828.0228,126.856854415926,37.532613551215476
1202,서울특별시 강서구 방화동 621-12번지 ,방화동,아지트(Azit),기타,182970.9655,451114.9175,126.80515901019275,37.562154778134364
1203,서울특별시 강서구 등촌동 631 등촌동두산위브센티움(지상 1층) 106호,등촌동,본죽 앤 비빔밥까페,한식,187682.6904,450578.8928,126.85849636989212,37.557400604776205
1204,서울특별시 강서구 화곡동 1164 더퍼스트빌화곡 (지상 1층) 102호,화곡동,배떡화곡점,한식,186089.1272,448877.1107,126.84049361534103,37.542044977529834
1205,서울특별시 강서구 방화동 831-12 (지상 1층) ,방화동,옹가네감자탕 2호점,한식,183654.8164,452771.5588,126.81286190441529,37.57709326760901
1206,서울특별시 강서구 가양동 449-19번지 가양이마트 (지상 3층) ,가양동,고향집,한식,187761.1943,450640.2145,126.85938381012446,37.55795415650353
1207,서울특별시 강서구 방화동 598-148번지 골든팰리스 (지하 1층) ,방화동,두림 (콩숲),기타,183357.331,451713.1978,126.8095183452355,37.567552271209756
1208,"서울특별시 강서구 마곡동 784-4 가양1동, 미르웰플러스오피스텔 105호",마곡동,촬땐숯불양꼬치,한식,185798.6856,451481.4598,126.83715660310877,37.56550537447887
1209,서울특별시 강서구 화곡동 354-66 (지상 1층) ,화곡동,최고김밥,한식,185741.0696,447873.4732,126.83657485226033,37.53299697140417
1210,서울특별시 강서구 등촌동 78-7 외 1필지 길훈엔트런스빌 (지상 1층) 101호,등촌동,주식회사 로맨틱에프엔비,호프/통닭,187087.0789,450966.9983,126.85174867198442,37.56088919132053
1211,서울특별시 강서구 내발산동 686 (지상 3층),내발산동,탑푸드,호프/통닭,185028.5301,450121.3268,126.8284673007638,37.5532385285247
1212,서울특별시 강서구 방화동 621-24번지 (지상 1층) 101호,방화동,아페 1호점,경양식,182914.7708,451105.609,126.80452320534037,37.56206986616684
1213,서울특별시 강서구 염창동 264-33번지 (지상 2층) ,염창동,유림푸드,한식,188578.5804,449834.3061,126.86864726326893,37.55070356492546
1214,서울특별시 강서구 마곡동 784-4번지 미르웰플러스오피스텔 ,마곡동,카페다다,기타,185817.0,451484.0,126.83736384932845,37.565528544617464
1215,서울특별시 강서구 염창동 250-19번지 (지상 1층) 제1호,염창동,니들누들(염창점),기타,188745.8958,449815.6591,126.87054097501829,37.55053762654188
1216,서울특별시 강서구 등촌동 638-12번지 (지상 2층) ,등촌동,수정식당,기타,187371.2588,450512.4481,126.85497289091134,37.556797711062885
1217,서울특별시 강서구 마곡동 728-70번지 ,마곡동,또래오래,호프/통닭,185097.4887,450402.3913,126.82924196435766,37.55577200340905
1218,서울특별시 강서구 등촌동 567-19 (지상 1층) ,등촌동,무사시,호프/통닭,187753.7577,448166.8154,126.85934111396551,37.53566900693434
1219,서울특별시 강서구 화곡동 1086-13 (지상 1층) ,화곡동,요리천하,한식,185453.4332,448568.4948,126.83330676808863,37.53925453233369
1220,서울특별시 강서구 화곡동 381-7 태경아파트 1층 102호 ,화곡동,돼지우리,한식,185796.8716,448576.778,126.83719252670478,37.539334538891
1221,서울특별시 강서구 가양동 1479-2번지 (지상 1층) 103호,가양동,정성손맛집,한식,186824.795,451300.125,126.84877412433853,37.563886886329264
1222,서울특별시 강서구 화곡동 357-19번지 (지상 2층) ,화곡동,미미,한식,185752.9294,447570.2392,126.8367149374685,37.530265046666486
1223,서울특별시 강서구 등촌동 656-29번지 ,등촌동,냐항바바바,한식,187041.8278,450550.0002,126.85124391878253,37.557131455856386
1224,서울특별시 강서구 화곡동 98-155 풍전빌라 (지상 1층) 101호 일부호,화곡동,돈카츠다케,한식,186097.8276,448992.3573,126.84058987025354,37.543083468201516
1225,서울특별시 강서구 마곡동 757-3번지 마곡나루역보타닉비즈타워 (지상 1층) 116호,마곡동,갈비생각,한식,184609.0,451839.0,126.82368335886224,37.56870757152579
1226,서울특별시 강서구 마곡동 793-4번지 엘리안 (지상 1층) 103호,마곡동,포,"외국음식전문점(인도,태국등)",185720.0,451117.0,126.83627310881522,37.56222042398355
1227,서울특별시 강서구 가양동 155-3 (지상1층) ,가양동,양천 곱창,호프/통닭,185882.446,451924.9949,126.8380960882767,37.569502851049485
1228,서울특별시 강서구 화곡동 872-12번지 ,화곡동,주락,한식,186890.0433,447665.3541,126.84957785314019,37.53113895864656
1229,서울특별시 강서구 공항동 45-59 (지상 1층) 102호,공항동,카제,호프/통닭,183165.6559,451180.1895,126.8073610505038,37.56274645853695
1230,서울특별시 강서구 화곡동 1049-37번지 (지상 1층) ,화곡동,헬로비에트(Hello Viet),"외국음식전문점(인도,태국등)",185605.4131,448899.2203,126.83501987196998,37.5422367266588
1231,서울특별시 강서구 화곡동 1132-3번지 1층 ,화곡동,지코바,호프/통닭,186955.9859,449997.8096,126.85028226814698,37.552155072090194
1232,서울특별시 강서구 마곡동 797-1 퀸즈파크나인 (지상 2층) 217호,마곡동,지니스,경양식,185371.2988,450793.7712,126.83233290419862,37.55930268632436
1233,서울특별시 강서구 마곡동 795-2 마곡아이파크 (지상 1층) 115~116호,마곡동,모토이시 마곡발산,일식,185581.018,450935.144,126.83470366944309,37.56057975418532
1234,서울특별시 강서구 화곡동 98-235 지상1층,화곡동,애주,한식,186078.8482,448913.638,126.84037661110462,37.542373928606395
1235,서울특별시 강서구 등촌동 689-0번지 외 2필지 NC강서백화점 (지상 8층) ,등촌동,중화가정 강서,중국식,185824.4285,450866.2521,126.83745992003875,37.55996284044151
1236,서울특별시 강서구 방화동 268-6 (지상 1층) ,방화동,피자나라치킨공주,통닭(치킨),183639.2955,452136.6844,126.8127004215875,37.57137288349739
1237,서울특별시 강서구 화곡동 371-65 ,화곡동,소문난아구랑꽃게랑,한식,185551.4146,448289.6769,126.83442091141511,37.53674395999729
1238,서울특별시 강서구 방화동 292-8번지 2층 ,방화동,장수설렁탕,한식,183712.1891,452431.3376,126.81351897715486,37.57402895475149
1239,서울특별시 강서구 방화동 830-3번지 샤르망오피스텔 106호,방화동,치킨마루 방화역점,통닭(치킨),183414.4948,452706.1049,126.81014284044836,37.57649922749824
1240,"서울특별시 강서구 등촌동 630-6번지 지하1층, 지상2층 ",등촌동,(주)더벨즈,한식,187492.0204,450613.9721,126.85633786049092,37.55771408407703
1241,서울특별시 강서구 외발산동 424-0 수협공판장 (지상 2층) M003호,외발산동,주식회사 어촌,한식,183914.9383,450085.0146,126.81586574415027,37.552892527802896
1242,서울특별시 강서구 가양동 1458-0 1층 A동 108호,가양동,삼겹살데이,한식,185983.8367,452051.6029,126.83924133191915,37.57064512435137
1243,서울특별시 강서구 방화동 168-114번지 한림리첸빌 (지하 1층) 102동 04호,방화동,그린치킨호프,통닭(치킨),183896.9465,452322.9657,126.81561281946081,37.573055803303035
1244,서울특별시 강서구 등촌동 652-15번지 (지상 1층) ,등촌동,순덕이네,한식,187505.1529,450219.87,126.856493232105,37.55416345304726
1245,서울특별시 강서구 방화동 260-8번지 ,방화동,더더치킨,통닭(치킨),183607.5527,451990.1738,126.81234439356928,37.57005228139744
1246,서울특별시 강서구 마곡동 774-9번지 사이언스타 (지상 3층) 301호,마곡동,오모이,일식,185078.0,450896.0,126.82901132600593,37.56021903131036
1247,서울특별시 강서구 공항동 669-2 (지상1층),공항동,우리집 밥,한식,183522.751,450470.178,126.81141875987292,37.55635584137918
1248,서울특별시 강서구 방화동 593-42번지 (지상 1층) ,방화동,JJ닭보쌈,기타,183271.7994,451958.9343,126.8085445860817,37.56976476110264
1249,서울특별시 강서구 등촌동 674-2 (지상 1층) 가동,등촌동,속초그바람에 발산점,한식,185729.5849,450796.8367,126.83638784751375,37.559335947388114
1250,서울특별시 강서구 공항동 12-47번지 (지상 1층) ,공항동,(주)본돈스,한식,183689.3823,451089.6661,126.81329075614718,37.56194031039846
1251,서울특별시 강서구 공항동 55-115번지 (지상 1층) ,공항동,늘솜,한식,183334.3416,450784.2537,126.80927931072783,37.559182216093475
1252,서울특별시 강서구 화곡동 1095번지 그랜드아이파크 1층 120호 ,화곡동,진소마,중국식,186786.6225,450297.7027,126.84836020754518,37.55485464772444
1253,서울특별시 강서구 화곡동 370-39번지 (지상1층) ,화곡동,대박왕족발,한식,185699.2072,448088.4636,126.83609702592308,37.53493336230014
1254,서울특별시 강서구 가양동 1479-3 가양2동 101호,가양동,한성김치찌개,한식,186842.638,451287.1126,126.84897631449701,37.563769902596334
1255,서울특별시 강서구 마곡동 797-10 엠펠리체 (지상 4층) 406호,마곡동,통파이브 마곡발산점,한식,185373.8756,450852.5218,126.83236089169506,37.559832061931246
1256,서울특별시 강서구 화곡동 1021-4 1층 106호,화곡동,냠냠족발&보쌈,중국식,185442.7841,449128.3027,126.83317513157289,37.5442981685619
1257,서울특별시 강서구 화곡동 936-4 (지상1층),화곡동,샤갈의눈내리는마을,김밥(도시락),185799.5271,447417.8899,126.83724507270139,37.5288931153391
1258,서울특별시 강서구 공항동 55-268 ,공항동,정읍집,한식,183253.9462,450710.6148,126.80837110294658,37.558517278253674
1259,서울특별시 강서구 가양동 1480-1번지 외 2필지 이스타빌2차오피스텔 (지상 1층) 103~104호,가양동,제주통돼지촌,한식,186915.48,451230.0882,126.84980179600925,37.5632571628894
1260,서울특별시 강서구 화곡동 373-11 (지상 2층) ,화곡동,코지,호프/통닭,185588.8748,448058.4048,126.83484930674256,37.53466081111423
1261,서울특별시 강서구 등촌동 674-2 (지상 1~2층) ,등촌동,김당,한식,185729.5849,450796.8367,126.83638784751375,37.559335947388114
1262,서울특별시 강서구 등촌동 689번지 NC강서점 (지상 8층) ,등촌동,북촌손만두 NC강서점,한식,185824.4285,450866.2521,126.83745992003875,37.55996284044151
1263,서울특별시 강서구 화곡동 895-6번지 1층 101동 101호,화곡동,시골부뚜막청국장,한식,186622.1911,447544.5293,126.84654970938671,37.530046475115974
1264,서울특별시 강서구 내발산동 648-14번지 (지상 1층) ,내발산동,육회한녀석들,한식,186141.3148,450606.4653,126.84105133082004,37.55762703800488
1265,서울특별시 강서구 방화동 899번지 새로나음(지상 1층) 101호,방화동,모두밀,한식,183243.379,452468.0407,126.80821120839022,37.574351203025195
1266,"서울특별시 강서구 방화동 829 오피앙Ⅱ 1층 116,117호",방화동,이윤성 족요,한식,183366.2835,452915.9637,126.80959229124333,37.578389144656796
1267,서울특별시 강서구 마곡동 784-4 미르웰플러스오피스텔 1층 107호,마곡동,Manna Pasta(만나 파스타),경양식,185817.0,451484.0,126.83736384932845,37.565528544617464
1268,서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 2층 204호,마곡동,이대감 동태찌개,한식,185144.0,450938.0,126.82975745439998,37.56059851591411
1269,서울특별시 강서구 화곡동 997-12번지 (지상 1층) ,화곡동,서궁일식,일식,186515.2574,449921.4556,126.84529608280177,37.55146076095457
1270,서울특별시 강서구 화곡동 1118-6번지 ,화곡동,대포항,한식,186776.9524,449948.2917,126.84825709487846,37.55170635925593
1271,서울특별시 강서구 방화동 559-5번지 (지상 1층) ,방화동,마포주점,분식,183147.7757,452259.1121,126.80713379498367,37.572467042669494
1272,서울특별시 강서구 등촌동 567-19 (지상 1층),등촌동,영산강,한식,187753.7577,448166.8154,126.85934111396551,37.53566900693434
1273,서울특별시 강서구 등촌동 679-1번지 (지상 2층) ,등촌동,등촌샤브칼국수,한식,185826.1616,451148.1216,126.83747406546307,37.56250247118837
1274,서울특별시 강서구 방화동 819-0번지 ,방화동,사또양념치킨,분식,183372.0251,453178.3057,126.80965131636964,37.58075290176979
1275,서울특별시 강서구 화곡동 105-69번지 ,화곡동,쥴리아나,일식,186040.1776,448877.7398,126.83993973010746,37.54204990269074
1276,서울특별시 강서구 등촌동 633-44 (지상 1층),등촌동,맥줏당,한식,188012.354,450110.0312,126.86223503848545,37.5531805884624
1277,서울특별시 강서구 화곡동 340-17번지 ,화곡동,까치분식,분식,186361.8733,447923.8044,126.8435975670706,37.53345987901902
1278,"서울특별시 강서구 방화동 886번지 (지하1층)김포공항, 롯데몰, 스카이시티 ",방화동,아그라,"외국음식전문점(인도,태국등)",182524.8238,451438.2509,126.800101763683,37.56505957682971
1279,서울특별시 강서구 화곡동 1119-10 (지상 1층) 우측,화곡동,명동찌개마을,한식,186806.8421,450049.1508,126.84859352428516,37.552615517496406
1280,서울특별시 강서구 등촌동 662-16번지 녹십초훼미리 (지상 1층) 7동 근생1호,등촌동,문가네식당,한식,186581.4258,450645.785,126.84603157856682,37.557987845374505
1281,서울특별시 강서구 방화동 563-61번지 ,방화동,남촌,한식,183305.6909,452137.6115,126.80892413288525,37.571375229157816
1282,서울특별시 강서구 화곡동 903-16,화곡동,와치킨,통닭(치킨),186431.0437,447486.7747,126.84438826076894,37.529523307149184
1283,서울특별시 강서구 염창동 277-0번지 ,염창동,씨즐러(SIZZLER)강서점,경양식,188344.7898,449709.2157,126.86600356978957,37.549573572844494
1284,서울특별시 강서구 등촌동 687-0번지 주공1단지 (지상 2층) 상가동 201호,등촌동,만다린,중국식,186009.1945,451422.0553,126.83954043257918,37.5649733832548
1285,서울특별시 강서구 화곡동 1119-12 (지상 1층),화곡동,광양집,한식,186791.4816,450010.9158,126.84842038428519,37.552270803910105
1286,서울특별시 강서구 화곡동 914-18번지 외 1필지 (지상 1층) ,화곡동,무진장 오징어회 포차,호프/통닭,186194.1371,447392.9615,126.84170983983883,37.528674528290836
1287,서울특별시 강서구 마곡동 758-1번지 마곡럭스나인오피스텔엘동 (지상 1층) 104호,마곡동,60계 마곡점,한식,184505.0,451885.0,126.82250518672643,37.56912027390535
1288,서울특별시 강서구 화곡동 1102-22번지 ,화곡동,앨리,한식,186476.6142,450135.0736,126.84485481908574,37.553384863581556
1289,서울특별시 강서구 화곡동 372-72 지상1층 ,화곡동,궁중수복 족발보쌈,한식,185443.755,448288.5005,126.83320283439222,37.53673166083338
1290,서울특별시 강서구 마곡동 774-9 사이언스타 205호,마곡동,고명환의 메밀고기,한식,185095.247,450885.0584,126.82920674929154,37.56012072932643
1291,서울특별시 강서구 화곡동 781-12 (지상 2층),화곡동,스팅&두꺼비 심야식당,한식,187840.1294,447759.9405,126.86032511173534,37.532004249625
1292,서울특별시 강서구 화곡동 800-2 (지상 1층),화곡동,부에노떡볶이 화곡점,분식,187533.4618,447828.0228,126.856854415926,37.532613551215476
1293,서울특별시 강서구 화곡동 837-15 (지상 1층),화곡동,강순자 오리바베큐,한식,187376.8356,447821.3186,126.85508250094927,37.53255100655081
1294,서울특별시 강서구 화곡동 910-29번지 ,화곡동,미가버섯칼국수,한식,186229.1793,447350.8045,126.84210707126947,37.52829522356089
1295,서울특별시 강서구 방화동 648-10번지 (지상 1층) ,방화동,일출기사식당,한식,182814.7836,451721.571,126.80337704924231,37.56761771629226
1296,서울특별시 강서구 화곡동 1074-31 (지상 1층),화곡동,화곡면옥,한식,185768.6871,448763.9954,126.83686998203406,37.541020910605816
1297,서울특별시 강서구 화곡동 372-6 외 1필지 (지상 1층) ,화곡동,야생고기집,한식,185523.4486,448273.0081,126.83410482369068,37.53659333551323
1298,서울특별시 강서구 마곡동 794 문영비즈웍스 3층 304호,마곡동,메이드바(MADEBAR),경양식,185674.0,450942.0,126.8357559027684,37.56064298209535
1299,서울특별시 강서구 마곡동 784-11 마곡오드카운티1차 1층 A동 124호,마곡동,소맘김밥,한식,185750.8394,451301.7054,126.8366185525492,37.56388507213286
1300,서울특별시 강서구 가양동 192-9번지 한림타운 1층 104호,가양동,자담치킨 양천향교점,한식,185917.6707,452084.849,126.83849172473492,37.5709436530071
1301,서울특별시 강서구 화곡동 977-7 1층,화곡동,코리엔탈 깻잎 두마리치킨&꽉찬 순살치킨 화곡점,한식,186690.3009,449621.4594,126.84728244515085,37.54876038716225
1302,서울특별시 강서구 화곡동 865-25번지 봄빛타운(지상 1층) 102호,화곡동,비스트로피자 화곡목동점,한식,187240.8128,447824.8833,126.85354351125343,37.532581243732984
1303,서울특별시 강서구 등촌동 642 등촌동코오롱아파트 상가동 103호,등촌동,틈새라면,일식,187408.1485,450421.4203,126.85539195656936,37.55597806939798
1304,서울특별시 강서구 마곡동 773-3번지 힐스테이트에코동익 1층 125호,마곡동,흥탄양갈비 마곡본점,한식,184848.0,450852.0,126.8264091182287,37.559818829604566
1305,서울특별시 강서구 화곡동 341-63번지 (지상 1층) ,화곡동,스시월,일식,186405.4485,447833.3679,126.84409225273558,37.532645700993776
1306,서울특별시 강서구 마곡동 797-7 퀸즈파크텐 1층 103호,마곡동,솥내음 마곡점,중국식,185292.7666,450863.0269,126.8314427000827,37.55992541515814
1307,서울특별시 강서구 내발산동 698-9 진남빌딩 103호,내발산동,충칭 마라탕,중국식,185277.0165,450056.4097,126.83128069432593,37.552657652894915
1308,서울특별시 강서구 염창동 266-14 1층 ,염창동,리얼파스타,경양식,188503.3505,449816.1941,126.86779620960202,37.550539437705545
1309,서울특별시 강서구 화곡동 1041 1층,화곡동,소바애 화곡점,일식,185182.9339,448900.9318,126.83023940156254,37.542245427514715
1310,서울특별시 강서구 마곡동 759-3 보타닉파크타워Ⅰ 201호,마곡동,(주)사운드랩 마곡나루점,경양식,184555.6892,451767.8335,126.82308142820743,37.568065477086996
1311,서울특별시 강서구 화곡동 776-3 2층,화곡동,힐링푸드,기타,187854.8494,447880.5356,126.86048964507951,37.533090995635916
1312,서울특별시 강서구 마곡동 795-2 마곡아이파크 1층 108호,마곡동,MIU(미우),일식,185565.0,450959.0,126.83452190675963,37.56079444150117
1313,"서울특별시 강서구 마곡동 757-5 프라이빗타워타워1차 1층 108,109호",마곡동,pachinco 파친코,한식,184708.9163,451822.757,126.82481467113034,37.56856289510699
1314,서울특별시 강서구 방화동 247-113 1층 102호,방화동,사계절 밥상,한식,183582.2756,451725.2291,126.81206422580625,37.56766472200713
1315,서울특별시 강서구 공항동 53-27 김포빌딩 1층 ,공항동,플레이스 19,기타,183138.7467,450947.4835,126.80706185255642,37.56064932053696
1316,서울특별시 강서구 방화동 621-13 ,방화동,하루,한식,182965.5694,451112.4214,126.80509799426333,37.56213218858331
1317,서울특별시 강서구 내발산동 649-6 (지상 1층),내발산동,비에이치시(BHC)발산점,통닭(치킨),186116.0043,450520.1882,126.84076651826294,37.55684931036659
1318,서울특별시 강서구 공항동 1367-5번지 (지상 2층) ,공항동,별미정 숯불갈비,호프/통닭,183833.8514,450211.6893,126.81494529908876,37.55403242508099
1319,서울특별시 강서구 가양동 115-12 ,가양동,한라산도야지,한식,186080.546,451617.8952,126.84034430137326,37.566738957070214
1320,서울특별시 강서구 등촌동 656-49번지 (지상 1층) ,등촌동,더플롯(THE PLOT),기타,187047.6505,450413.5252,126.85131223745883,37.555901916019145
1321,서울특별시 강서구 화곡동 804-3 ,화곡동,거창왕족발,한식,187755.4897,447903.635,126.85936511927197,37.533297798972114
1322,서울특별시 강서구 마곡동 797-10번지 엠팰리체 105호,마곡동,에메랄드 위스키,경양식,185377.0,450842.0,126.83239646380976,37.55973731180428
1323,서울특별시 강서구 등촌동 669-0 (지상 2~3층) ,등촌동,씨제이푸드빌(주)빕스등촌점,경양식,185988.8055,450711.5024,126.83932328776416,37.558571091851036
1324,"서울특별시 강서구 등촌동 687 등촌주공1,2단지아파트 1층 상가동 101호",등촌동,등촌돈까스,한식,186009.1945,451422.0553,126.83954043257918,37.5649733832548
1325,서울특별시 강서구 화곡동 839-2 1층 1호,화곡동,청춘 강서점,한식,187500.6566,447779.581,126.85648409411955,37.532176648864294
1326,서울특별시 강서구 방화동 246-60 1층 (방화1동),방화동,원 북 원 라이프(one book one life),한식,183658.3698,451806.1605,126.81292372826836,37.56839525844198
1327,서울특별시 강서구 화곡동 1049-6 브릿지스톤 104호,화곡동,자마버거 화곡역점,경양식,185595.1109,448940.9347,126.83490247869648,37.542612407053454
1328,서울특별시 강서구 등촌동 648-11 ,등촌동,포퀸스등촌점,한식,187938.0497,449973.4227,126.86139640323042,37.5519487879219
1329,서울특별시 강서구 화곡동 1118-18 1층 ,화곡동,오드컴퍼니,한식,186825.915,449912.699,126.8488118287849,37.55138637769581
1330,서울특별시 강서구 마곡동 768-2 동익드미라벨복합빌딩,마곡동,밥풀릭스 마곡점,한식,184345.724,451171.2877,126.82071759367894,37.562687135450226
1331,서울특별시 강서구 화곡동 903-17 3층 ,화곡동,좋은식당,한식,186443.006,447493.8452,126.84452346261898,37.52958718836663
1332,서울특별시 강서구 등촌동 647-86 2층 ,등촌동,쌍백리,경양식,188056.2014,449981.9967,126.86273334819022,37.55202758497516
1333,서울특별시 강서구 염창동 275-8 태선빌딩 103호,염창동,봉스토랑,한식,188306.0608,449765.6047,126.86556439673795,37.55008113828385
1334,서울특별시 강서구 마곡동 784-6 마곡대명투웨니퍼스트 ,마곡동,전주종가집콩나물국밥,한식,185808.0,451450.0,126.8372626415602,37.56522207050806
1335,서울특별시 강서구 방화동 189-6 1층 ,방화동,킹스타피자 마곡점,경양식,184087.009,452152.9784,126.81776800191065,37.57152756203953
1336,서울특별시 강서구 화곡동 1013 1층,화곡동,타코박스 우장산점,경양식,185416.8501,449408.5064,126.83287608590749,37.54682235857649
1337,서울특별시 강서구 공항동 1362-5 1층,공항동,진진뼈해장국,한식,183829.8904,450302.6413,126.81489846090449,37.55485181985429
1338,서울특별시 강서구 화곡동 894-18 성지빌딩 4층 ,화곡동,지지 보드게임카페,분식,186495.1062,447549.8211,126.84511185395665,37.530092293718056
