,지번주소,동,사업장명,업태구분명,좌표정보(X),좌표정보(Y),경도,위도
0,서울특별시 강서구 등촌동 510-12 1층,등촌동,봉구스 밥버거,한식,187805.359,449620.6035,126.85990067639837,37.54876817343297
1,서울특별시 강서구 마곡동 799-3 문영 퀸즈파크12차,마곡동,모루야,일식,184825.6763,450763.3366,126.82615830309449,37.559019616455195
2,서울특별시 강서구 화곡동 359-86,화곡동,아쿠아리어스 AQuarius,기타,185701.5395,447825.3666,126.83612855677542,37.53256292122285
3,서울특별시 강서구 마곡동 776-2 외 1필지 마곡센트럴대방디엠시티오피스텔 (지상 2층) 205-1호,마곡동,수성,한식,185827.2394,451790.6995,126.83747379361901,37.56829201891165
4,"서울특별시 강서구 마곡동 799-4 마곡지웰타워 114,115호",마곡동,부대냉삼 이백집,한식,184865.6882,450758.1659,126.82661125414714,37.55897368977938
5,서울특별시 강서구 마곡동 759-3 보타닉파크타워Ⅰ 211호,마곡동,더블에스,한식,184555.6892,451767.8335,126.82308142820743,37.568065477086996
6,서울특별시 강서구 내발산동 750-10 웨스트엔드중정 106호,내발산동,알촌 마곡점,한식,184623.199,450094.6599,126.82388078759642,37.55299156417823
7,서울특별시 강서구 화곡동 929-4 1층,화곡동,냉철한삼겹 화곡동점,한식,185945.1711,447332.6018,126.83889440882804,37.52812691727606
8,서울특별시 강서구 내발산동 649-6 1층,내발산동,일키로 탕수육,한식,186116.0043,450520.1882,126.84076651826294,37.55684931036659
9,서울특별시 강서구 내발산동 666-4 1층,내발산동,쥐쥐엔비카페(GGNB_Cafe),경양식,185572.8432,450331.5544,126.83462306614366,37.55514136717655
10,서울특별시 강서구 마곡동 797-4 발산파크프라자 (지상 2층) 208호,마곡동,명량간장게장(주) 마곡점,한식,185486.6703,450776.8978,126.83363898850777,37.55915249114075
11,서울특별시 강서구 염창동 273-15 (지하1층),염창동,블루문,경양식,188063.0627,449930.3206,126.86281184024982,37.55156207873277
12,서울특별시 강서구 내발산동 750-9 웨스트엔드문화센터,내발산동,코코브리또,"외국음식전문점(인도,태국등)",184615.2625,450059.8126,126.82379170506722,37.55267746179914
13,서울특별시 강서구 마곡동 795-1 필네이처 107호,마곡동,직화커피 서양콩차,기타,185522.9304,450941.4262,126.83404611108672,37.56063544135237
14,서울특별시 강서구 마곡동 793-9 플레이스에이치,마곡동,낙지야 왜조개?,중국식,185668.6178,450985.7721,126.83569412835453,37.561037278418944
15,서울특별시 강서구 마곡동 795-6 뉴골든타워 106호,마곡동,생활맥주 발산역점,한식,185554.2994,450891.3124,126.8344021358018,37.560184417513135
16,서울특별시 강서구 화곡동 1170 우장산역 해링턴 타워 132~135호,화곡동,수백당 우장산역점,한식,185432.7672,449342.4335,126.83305751867371,37.546227302488816
17,서울특별시 강서구 등촌동 673-6 성원상떼뷰오피스텔 206호 일부,등촌동,오대보칼국수&보쌈,한식,185796.5222,450735.8847,126.83714661463291,37.55878781688419
18,서울특별시 강서구 마곡동 774-9 사이언스타,마곡동,라화방 마라탕,중국식,185095.247,450885.0584,126.82920674929154,37.56012072932643
19,서울특별시 강서구 방화동 908 힐스테이트 신방화역 123호,방화동,맘모스 중화요리,중국식,183659.8233,451676.5084,126.81294308023047,37.567227140235886
20,서울특별시 강서구 방화동 249-259,방화동,참맛나 치킨,호프/통닭,183414.2035,451870.425,126.81015851675267,37.56896989140706
21,서울특별시 강서구 마곡동 800-4 발산W타워 208호,마곡동,더 하루(The Haru),한식,185104.2017,450725.7851,126.82931134476134,37.558685845144616
22,서울특별시 강서구 화곡동 840-11,화곡동,된장마을 고깃집(강서화곡점),한식,187392.7507,447691.5381,126.85526479838039,37.531381914657395
23,"서울특별시 강서구 방화동 886 김포공항, 롯데몰, 스카이시티 GF층",방화동,호시카츠 롯데몰 김포공항점,일식,182524.8238,451438.2509,126.800101763683,37.56505957682971
24,서울특별시 강서구 화곡동 348-4,화곡동,카페이지,한식,186223.7811,447873.7737,126.84203615119976,37.533007046126
25,서울특별시 강서구 마곡동 795-7 열린프라자,마곡동,발렌타인 하우스 BAR,기타,185590.1505,450885.1857,126.8348080162819,37.56012978047625
26,서울특별시 강서구 내발산동 665-24 장원빌딩,내발산동,병아리김밥 발산점,분식,185617.9308,450298.274,126.83513398433381,37.55484222285212
27,서울특별시 강서구 염창동 249-10 103호,염창동,도미노피자 염창점,경양식,188647.2075,449864.7935,126.86942340749148,37.550979105224584
28,"서울특별시 강서구 마곡동 797-9 매그넘797(지상4층), 412,413호",마곡동,파이널나인 마곡점,경양식,185340.7437,450856.8287,126.83198582313221,37.559870337859195
29,서울특별시 강서구 화곡동 464-8 궁전빌딩 (지상 1층),화곡동,강서로 솥뚜껑,통닭(치킨),187204.7031,448110.6305,126.85312997391223,37.53515529658997
30,서울특별시 강서구 마곡동 795-5 마곡사이언스파크뷰 103호,마곡동,경아식당,한식,185517.646,450898.3544,126.8339871562211,37.56024728721412
31,서울특별시 강서구 화곡동 876-1 1층,화곡동,명품죽(강서점),한식,186920.9582,447598.9004,126.84992879839189,37.53054065770307
32,서울특별시 강서구 마곡동 773-2 마곡지엠지타워,마곡동,Herb in Tomato(허브인토마토),경양식,184824.2758,450916.7579,126.8261392662728,37.56040189687923
33,서울특별시 강서구 가양동 1458-7 성지빌딩 101호,가양동,일오삼김밥,한식,186100.5104,452014.5019,126.84056272609428,37.57031262566807
34,서울특별시 강서구 마곡동 800-4 발산W타워 1층 108호,마곡동,델리케밥(Deli kebab),"외국음식전문점(인도,태국등)",185104.2017,450725.7851,126.82931134476134,37.558685845144616
35,서울특별시 강서구 화곡동 376-2 1층,화곡동,원조마산아구찜,한식,185330.0209,448263.0773,126.83191651501365,37.53650079104365
36,서울특별시 강서구 화곡동 907-1,화곡동,철길부산집 까치산점,한식,186496.1898,447368.0644,126.84512746876217,37.52845469818203
37,서울특별시 강서구 마곡동 795-2 마곡아이파크 2층 215호,마곡동,참치 플레이트,일식,185581.018,450935.144,126.83470366944309,37.56057975418532
38,서울특별시 강서구 내발산동 657 우장산힐스테이트,내발산동,씨뿔뿔(C++),기타,185813.1505,450434.0882,126.83734066931447,37.55606892896048
39,"서울특별시 강서구 가양동 1481 가양5단지아파트 2층 205(일부),206호",가양동,잔치루,한식,187084.1032,451262.6534,126.85170976243344,37.563552961029494
40,서울특별시 강서구 마곡동 796-6 지투프라자,마곡동,무닌(Muninn),한식,185327.0138,450918.4228,126.83182919294454,37.56042507244408
41,"서울특별시 강서구 내발산동 722-20 발산1동, 2층",내발산동,홍콩반점 0410 우장산역점,중국식,185385.6813,449550.9235,126.832520536042,37.548105023437714
42,서울특별시 강서구 방화동 849-0 벽산에어트리움 (지상 1층) 별관동 138~139호,방화동,식스컵스,통닭(치킨),182876.3679,452247.3938,126.80406180040816,37.5723564396851
43,서울특별시 강서구 화곡동 1117-2 1층,화곡동,한신우동 강서구청,한식,186765.2046,450054.4586,126.84812222587126,37.55266274047034
44,서울특별시 강서구 화곡동 338-23 104호,화곡동,우리통닭,호프/통닭,186340.1801,447965.5405,126.8433513532743,37.53383559477711
45,서울특별시 강서구 방화동 187-14 103호,방화동,타코다찌 방화마곡점,한식,184108.6209,452065.8095,126.81801453684466,37.57074255932765
46,서울특별시 강서구 마곡동 797-14 힐스테이트에코마곡 1층 121호,마곡동,"담소소사골순대, 육개장 마곡2호점",한식,185548.3552,450828.7965,126.83433609655476,37.55962106454443
47,서울특별시 강서구 화곡동 1048-49 (지상1층),화곡동,알콜충전,호프/통닭,185516.8784,448812.0692,126.83401981040684,37.54145011309738
48,서울특별시 강서구 화곡동 400-66 202호,화곡동,제이케이,한식,185738.295,448513.5643,126.83653097926361,37.53876408248875
49,서울특별시 강서구 마곡동 784-4 미르웰플러스오피스텔 112호,마곡동,육연담소,한식,185798.6856,451481.4598,126.83715660310877,37.56550537447887
50,서울특별시 강서구 화곡동 504-141,화곡동,4남매 닭꼬치,기타,187709.8977,448162.7373,126.8588449408535,37.53563167734043
51,서울특별시 강서구 마곡동 774-3 센테니아,마곡동,완주,한식,185086.2483,450830.2066,126.82910602252326,37.55962637635124
52,서울특별시 강서구 마곡동 798-14 마곡 M시그니처,마곡동,금빛고기,한식,184443.1214,450710.1779,126.82182978161191,37.55853426078499
53,서울특별시 강서구 화곡동 1118-18 1층,화곡동,온솥,한식,186825.915,449912.699,126.8488118287849,37.55138637769581
54,서울특별시 강서구 마곡동 800-3 우성에스비타워Ⅱ 116호,마곡동,DECKERS(데커스),경양식,185063.3069,450732.1479,126.82884838031138,37.55874250847223
55,서울특별시 강서구 화곡동 1111-2 귀뚜라미홈시스텔(지상 1층) 107호,화곡동,신림동정통계란말이김밥,분식,186850.824,450258.9583,126.8490874807733,37.55450648801877
56,서울특별시 강서구 마곡동 797-9 매그넘797,마곡동,장성(長城)양갈비,중국식,185340.7437,450856.8287,126.83198582313221,37.559870337859195
57,서울특별시 강서구 화곡동 1132-3 1층,화곡동,박가네소뽈때기갈비찜,한식,186955.9859,449997.8096,126.85028226814698,37.552155072090194
58,서울특별시 강서구 마곡동 797-7 퀸즈파크텐,마곡동,산카이 마곡,일식,185292.7666,450863.0269,126.8314427000827,37.55992541515814
59,"서울특별시 강서구 마곡동 760-1 힐스테이트에코마곡나루역라마다앙코르서울 A-116,117호",마곡동,생마차 마곡나루점,일식,184622.9757,451753.2727,126.82384335726891,37.56793541656248
60,서울특별시 강서구 등촌동 647-41 1층,등촌동,호식이두마리치킨(등촌역점),한식,187916.9569,450013.5712,126.86115703836268,37.552310243485785
61,서울특별시 강서구 마곡동 771-4 이너매스마곡Ⅰ 108호,마곡동,한남동 그집 마곡점,한식,184876.7928,450969.0175,126.82673256891948,37.56087361501505
62,서울특별시 강서구 화곡동 874-1 1층,화곡동,직화로 인생삼겹,한식,186990.5203,447649.928,126.8507148772843,37.531001399981
63,서울특별시 강서구 화곡동 909-1 삼성주택 1층 101호,화곡동,MV피자 강서구점,경양식,186299.7538,447306.5024,126.8429063172037,37.52789712096925
64,서울특별시 강서구 화곡동 403-6 (지상 1층),화곡동,진부령황태촌,한식,185952.6116,448672.0333,126.83895285787061,37.54019517442019
65,서울특별시 강서구 등촌동 636-3 라움 팰리스 B201호,등촌동,카페잇당,기타,187644.146,450463.2056,126.85806210129947,37.55635775933542
66,서울특별시 강서구 등촌동 674-7 1층,등촌동,숙정씨,한식,185824.5266,450795.6418,126.83746240054444,37.559326653057504
67,서울특별시 강서구 화곡동 841-19 2층,화곡동,귀한칼국수 본점,한식,187474.9948,447608.0117,126.85619670380086,37.53063047495647
68,서울특별시 강서구 염창동 248-3 삼성하나로아파트 상가동 106호,염창동,염창 칼국수냉면,한식,188611.3283,449936.9551,126.86901625333054,37.551628828002286
69,서울특별시 강서구 가양동 154-14 (지상 1층),가양동,대박집,한식,185895.8446,451927.394,126.83824770503568,37.569524672686775
70,서울특별시 강서구 염창동 283-12 제성빌딩 1호,염창동,연안 주점,한식,189066.643,449462.0672,126.87417599876345,37.54735568352864
71,서울특별시 강서구 화곡동 504-16 경흥빌라트 1층 102호,화곡동,빡가네갈비후라이 본점,한식,187672.3579,448156.1771,126.85842031816881,37.535572067090335
72,서울특별시 강서구 공항동 1345-9 1층,공항동,카페 손수,기타,183990.4398,450500.7636,126.8167110747826,37.55663968636454
73,서울특별시 강서구 화곡동 1095-4 그랜드아이파크,화곡동,커피빈 강서그랜드아이파크점,기타,186757.8454,450234.4389,126.84803568072353,37.55428423408058
74,서울특별시 강서구 마곡동 795-5 마곡사이언스파크뷰 203-1호,마곡동,옛날수제비,한식,185517.646,450898.3544,126.8339871562211,37.56024728721412
75,서울특별시 강서구 화곡동 1129-5,화곡동,제비푸드,경양식,187080.5779,450029.8394,126.85169167287242,37.552445419545876
76,서울특별시 강서구 마곡동 771-4 이너매스마곡Ⅰ 110호,마곡동,아키야라멘 마곡점,일식,184876.7928,450969.0175,126.82673256891948,37.56087361501505
77,서울특별시 강서구 마곡동 799-6,마곡동,스시화 강서점,일식,184685.3916,450700.8004,126.8245719091351,37.55845384457072
78,서울특별시 강서구 마곡동 794-1 우성에스비타워,마곡동,주식회사 여자만장어,한식,185642.6673,450883.0068,126.83540243925833,37.560110972057906
79,서울특별시 강서구 마곡동 797-14 힐스테이트에코마곡 305호,마곡동,오마카세 오사이초밥 발산역점,일식,185548.3552,450828.7965,126.83433609655476,37.55962106454443
80,서울특별시 강서구 마곡동 793 유림트윈파크 110호,마곡동,숙성회IMP3.0 한잔,일식,185724.5702,451198.2998,126.83632324639082,37.56295299448441
81,서울특별시 강서구 화곡동 800-1 삼정빌딩 1층,화곡동,세종수산,횟집,187515.9806,447841.752,126.8566564034106,37.532737012484084
82,서울특별시 강서구 공항동 691-4 부국빌딩 1층 좌측호,공항동,풍림식당,한식,183326.5663,450474.568,126.80919837497379,37.55639185358291
83,서울특별시 강서구 화곡동 1120-12 (지상 1층),화곡동,강화우돈 강서직영점,한식,186844.4168,450007.4163,126.84901950035307,37.55224003435111
84,서울특별시 강서구 화곡동 1120-12 (지상 2층),화곡동,강화우돈 강서직영점,한식,186844.4168,450007.4163,126.84901950035307,37.55224003435111
85,서울특별시 강서구 화곡동 393-1 삼광빌딩 103호,화곡동,유로코피자 화곡점,한식,186540.987,448023.1171,126.84562220992377,37.53435731946968
86,서울특별시 강서구 방화동 606-111 헤경빌딩 (지하 1층),방화동,장수,한식,183281.0881,451479.1555,126.80866070565938,37.56544220322413
87,서울특별시 강서구 화곡동 811-10,화곡동,저팔계숯불구이,한식,187505.367,447914.2426,126.85653508448864,37.53339000176035
88,서울특별시 강서구 화곡동 24-89,화곡동,카페인부동산,한식,186312.6561,449377.6981,126.84301350993115,37.54655857254029
89,서울특별시 강서구 방화동 904 신마곡벽산블루밍,방화동,백년불고기 물갈비(방화점),한식,182984.8915,452116.8739,126.80529329860481,37.57118249630577
90,서울특별시 강서구 마곡동 773-2 마곡지엠지타워 3층 301호,마곡동,(유)아웃백스테이크하우스코리아 공항점,경양식,184824.2758,450916.7579,126.8261392662728,37.56040189687923
91,서울특별시 강서구 방화동 606-96,방화동,우리동네 한식분식,한식,183341.1937,451540.9773,126.80933961315579,37.56600030018795
92,서울특별시 강서구 마곡동 771-4 이너매스마곡Ⅰ 126호,마곡동,주방문,일식,184876.7928,450969.0175,126.82673256891948,37.56087361501505
93,"서울특별시 강서구 등촌동 631-5 NH서울축산농협 NH서울타워 208,209호",등촌동,본우리반상 NH서울타워점,한식,187727.7587,450500.1265,126.85900775462099,37.556691534663095
94,서울특별시 강서구 외발산동 424 수협공판장,외발산동,돌고래식당,한식,183914.9383,450085.0146,126.81586574415027,37.552892527802896
95,"서울특별시 강서구 방화동 830 오피앙 115(일부),116호",방화동,술래동화,한식,183438.6737,452893.6223,126.81041230220674,37.578189162100415
96,서울특별시 강서구 화곡동 24-202 1층,화곡동,SAN JUAN(산후안),경양식,186301.5901,449151.1794,126.84289253410519,37.54451750029215
97,"서울특별시 강서구 마곡동 759-1 두산더랜드타워 B동 106,107호",마곡동,북창동순두부 마곡점,한식,184526.0844,451722.6506,126.82274728569881,37.567657887657745
98,서울특별시 강서구 염창동 260-7 골든서울호텔 (지상 1층),염창동,포케강서(POKE GANGSEO),경양식,189152.2696,449524.5408,126.87514402033052,37.54791958116667
99,서울특별시 강서구 공항동 45-32,공항동,봉달이네해물탕,한식,183139.3838,451085.1235,126.80706588837273,37.56188944694562
100,서울특별시 강서구 화곡동 341-46 1~2층,화곡동,"와플에숍,진칼국수",한식,186441.2754,447849.4708,126.84449729098466,37.53279131625017
101,서울특별시 강서구 등촌동 14-7 가양역 데시앙플렉스 지식산업센터,등촌동,가양식당,한식,186501.1109,451334.5911,126.84510987533477,37.564192714291195
102,서울특별시 강서구 화곡동 163-37,화곡동,감솔 카페앤보틀,기타,186827.4209,448101.7098,126.84886151175735,37.53506958603213
103,서울특별시 강서구 화곡동 776-3,화곡동,오늘도파티,기타,187854.8494,447880.5356,126.86048964507951,37.533090995635916
104,서울특별시 강서구 등촌동 628-9 가양역 더스카이밸리5차 지식산업센터 132호,등촌동,The달달한오후,기타,187160.6656,450873.0171,126.85258318108346,37.56004346650613
105,서울특별시 강서구 방화동 908 힐스테이트 신방화역,방화동,다콩,한식,183659.8233,451676.5084,126.81294308023047,37.567227140235886
106,서울특별시 강서구 마곡동 797 에이스타워 마곡 215호,마곡동,원조오막집국수,한식,185253.4782,450811.0376,126.83099908834403,37.55945636857024
107,서울특별시 강서구 화곡동 1047-28,화곡동,석쇠불고기도 주는 옥사장 냉면 화곡점,한식,185484.7746,448863.4717,126.83365553296214,37.541912736858016
108,서울특별시 강서구 화곡동 1047-28,화곡동,가마솥김치찜&김치찌개 옥사장집밥 화곡점,한식,185484.7746,448863.4717,126.83365553296214,37.541912736858016
109,서울특별시 강서구 등촌동 647-40 지하1층,등촌동,은미네,한식,187908.3653,450020.0896,126.86105970155076,37.5523688602602
110,"서울특별시 강서구 마곡동 773-2 마곡지엠지타워 1층 127,128호",마곡동,고향옥얼큰순대국 마곡역점,한식,184824.2758,450916.7579,126.8261392662728,37.56040189687923
111,서울특별시 강서구 화곡동 936-14,화곡동,두찜 강서까치산역점,한식,185705.3547,447432.3467,126.83617940048367,37.5290219092175
112,서울특별시 강서구 마곡동 734 마곡엠밸리1단지,마곡동,굽네치킨 신방화역점,호프/통닭,183905.7107,451791.0229,126.81572374879522,37.56826324155118
113,"서울특별시 강서구 마곡동 774-9 사이언스타 1층 104,105호",마곡동,솔솥 마곡점,"외국음식전문점(인도,태국등)",185095.247,450885.0584,126.82920674929154,37.56012072932643
114,서울특별시 강서구 마곡동 774-4 마곡센트럴타워Ⅰ(가양1동),마곡동,미래회관 마곡점,한식,185150.3214,450822.8706,126.82983133979313,37.559561318948866
115,서울특별시 강서구 마곡동 798-6 류마타워Ⅱ 115호,마곡동,어닝바,분식,184448.5423,450753.1346,126.82189021939325,37.558921386222245
116,"서울특별시 강서구 화곡동 1170 우장산역 해링턴 타워 123,124호",화곡동,노마드키친,기타,185432.7672,449342.4335,126.83305751867371,37.546227302488816
117,서울특별시 강서구 마곡동 799-17 2층 201호,마곡동,파스타 인 카페,경양식,184781.2802,450666.8404,126.82565784957897,37.558149464596845
118,서울특별시 강서구 내발산동 669-5 지하1층,내발산동,제로웨이스트 카페 달그락,기타,185581.4855,450265.9075,126.83472216769003,37.554550033216394
119,서울특별시 강서구 마곡동 797-10 엠팰리체,마곡동,남도술상 마곡점,한식,185373.8756,450852.5218,126.83236089169506,37.559832061931246
120,"서울특별시 강서구 마곡동 795-6 뉴골든타워(지상 1층), 403~404호",마곡동,케이펍(K-PUB),경양식,185554.2994,450891.3124,126.8344021358018,37.560184417513135
121,서울특별시 강서구 마곡동 799-11 파인스퀘어,마곡동,마곡동한우소머리국밥,한식,184844.8416,450680.3656,126.82637693159276,37.55827237630971
122,서울특별시 강서구 내발산동 678 대성빌딩,내발산동,황태자네辛마라탕,중국식,185455.5455,450233.0859,126.83329755036306,37.55425232801127
123,서울특별시 강서구 화곡동 900-25 1층,화곡동,하나더김밥,분식,186298.712,447490.5042,126.84289108484525,37.52955494502684
124,서울특별시 강서구 마곡동 799-2 푸리마타워 1층 115호,마곡동,천천향 마곡점,중국식,184785.4835,450767.2584,126.82570333011675,37.559054285985106
125,서울특별시 강서구 등촌동 717 그레이스힐 B1층 102(일부)호,등촌동,빅토리 브루야,한식,186899.2415,451093.0222,126.8496204618462,37.5620219855591
126,서울특별시 강서구 내발산동 654-4,내발산동,우상화로구이 발산역점,식육(숯불구이),185565.2621,450533.2784,126.83453328460017,37.556958753777025
127,서울특별시 강서구 화곡동 1074-2,화곡동,포케올데이 화곡점,기타,185642.043,448713.1222,126.83543800088655,37.540560577311496
128,서울특별시 강서구 화곡동 800-1 삼정빌딩(지상 1층),화곡동,팔동튀김떡볶이,분식,187515.9806,447841.752,126.8566564034106,37.532737012484084
129,서울특별시 강서구 염창동 249-3 (지상1층) 105호,염창동,몬스터통다리바베큐기가막힌화덕구이(bob푸드),분식,188744.9391,449843.7203,126.87052971588004,37.550790443033485
130,서울특별시 강서구 방화동 908 힐스테이트 신방화역 지1층 114호,방화동,구구족 방화점,한식,183659.8233,451676.5084,126.81294308023047,37.567227140235886
131,서울특별시 강서구 마곡동 773-2 마곡지엠지타워 109호,마곡동,정;담,한식,184824.2758,450916.7579,126.8261392662728,37.56040189687923
132,서울특별시 강서구 화곡동 798-13,화곡동,홍콩반점 0410 목동남부시장점,중국식,187631.1283,447865.0056,126.85795876526839,37.532948084140756
133,서울특별시 강서구 마곡동 795-2 마곡아이파크,마곡동,진범,식육(숯불구이),185581.018,450935.144,126.83470366944309,37.56057975418532
134,서울특별시 강서구 마곡동 760-2 마곡나루역캐슬파크,마곡동,조아라황소곱창,한식,184687.8947,451746.9315,126.82457831351897,37.567879368900215
135,"서울특별시 강서구 마곡동 773-2 마곡지엠지타워 107,108호",마곡동,부대옥 마곡직영점,한식,184824.2758,450916.7579,126.8261392662728,37.56040189687923
136,서울특별시 강서구 공항동 650-3 101호,공항동,카페650,경양식,183432.3782,450716.9998,126.81039038836272,37.55857804277602
137,서울특별시 강서구 화곡동 51-21,화곡동,"태희, 스시",일식,186530.042,448950.2758,126.84548129545153,37.54271076216261
138,서울특별시 강서구 화곡동 61-13,화곡동,로샤스토리,기타,186204.5895,448977.4088,126.84179819862229,37.542950394381926
139,서울특별시 강서구 화곡동 53-27,화곡동,당신이 선택한 인생치킨(화곡점),호프/통닭,186452.5709,448962.2519,126.84460446654685,37.542817525439354
140,서울특별시 강서구 등촌동 689 9층,등촌동,큐슈울트라아멘 강서NC점,"외국음식전문점(인도,태국등)",185824.4285,450866.2521,126.83745992003875,37.55996284044151
141,"서울특별시 강서구 등촌동 707-1 3동, 8단지상가 107호",등촌동,비에이치씨 가양역점,호프/통닭,186775.4935,451077.6688,126.84822013548782,37.561881877696436
142,"서울특별시 강서구 등촌동 526-6 205,206호 가동",등촌동,엄지척 함바식당,한식,187738.2797,449632.241,126.8591413982669,37.54887213177713
143,서울특별시 강서구 마곡동 773-3 힐스테이트에코동익 128호,마곡동,카리카리치킨 마곡직영점,호프/통닭,184835.3908,450858.6809,126.8262662705072,37.55987881530501
144,서울특별시 강서구 마곡동 791-5 마곡파인스퀘어Ⅲ 119~121호,마곡동,짝귀,한식,185538.3865,451080.4699,126.83421829029275,37.561888448743794
145,서울특별시 강서구 화곡동 897-16 (지상 2층),화곡동,뉴문 푸드,한식,186509.5238,447594.4698,126.84527414206215,37.53049478630834
146,서울특별시 강서구 방화동 249-91 101호,방화동,정가네칼국수,한식,183412.7565,451860.2863,126.81014236800455,37.568878517273625
147,서울특별시 강서구 화곡동 27-17 (지상 1층),화곡동,옥이네 크림비어,분식,186413.8515,449311.0144,126.84415986232952,37.545959263622414
148,서울특별시 강서구 내발산동 651-20 성원빌딩 2층,내발산동,우나기모토,한식,185817.1489,450577.4841,126.83738313668249,37.55736096834933
149,서울특별시 강서구 방화동 849 벽산에어트리움 1층 별관동 132호,방화동,이모네밥집,기타,182876.3679,452247.3938,126.80406180040816,37.5723564396851
150,서울특별시 강서구 마곡동 757 두산더랜드파크,마곡동,경아식당 마곡나루점,한식,184655.2643,451864.2982,126.8242065020734,37.56893627904596
151,서울특별시 강서구 화곡동 372-42 2층,화곡동,챙길밥 화곡점,한식,185477.8894,448295.5815,126.83358890292702,37.536796000223035
152,서울특별시 강서구 공항동 33-2 희락빌딩,공항동,국민고기,한식,183298.4834,450972.9331,126.80886916576296,37.56088153679265
153,서울특별시 강서구 가양동 239-14 (지상1층),가양동,김민주 밥&전,한식,185795.9282,452124.1118,126.83711289147143,37.57129552742359
154,서울특별시 강서구 방화동 858 삼성꽃마을아파트,방화동,연어한입,한식,183439.8217,452244.2555,126.81044002117355,37.5723385031108
155,서울특별시 강서구 마곡동 760 마곡나루역보타닉푸르지오시티 226(일부)호,마곡동,어로드사이드,기타,184646.5808,451684.7269,126.82411198602848,37.567318225026334
156,서울특별시 강서구 마곡동 796-6 지투프라자,마곡동,스퍼터(sputter),기타,185327.0138,450918.4228,126.83182919294454,37.56042507244408
157,서울특별시 강서구 화곡동 1170 우장산역 해링턴 타워,화곡동,최덕화돈까스,일식,185432.7672,449342.4335,126.83305751867371,37.546227302488816
158,서울특별시 강서구 마곡동 795-5 마곡사이언스파크뷰 1층 111호,마곡동,정겨운오뎅집 발산점,기타,185517.646,450898.3544,126.8339871562211,37.56024728721412
159,서울특별시 강서구 화곡동 368-3 한성빌딩 1층,화곡동,옛날마포갈비,한식,185787.7165,448348.6225,126.83709337312011,37.53727874074129
160,"서울특별시 강서구 등촌동 75-1 삼부르네상스오피스텔 1층 101-1,101-2호",등촌동,동두천솥뚜껑삼겹살,한식,187030.4488,451007.4574,126.851107012208,37.56125292324014
161,서울특별시 강서구 마곡동 799-11 파인스퀘어 1층 B106호,마곡동,고래 수제비,한식,184844.8416,450680.3656,126.82637693159276,37.55827237630971
162,서울특별시 강서구 외발산동 424 수협공판장 1층 I-020호,외발산동,신대박식당,한식,183914.9383,450085.0146,126.81586574415027,37.552892527802896
163,서울특별시 강서구 화곡동 1114-24,화곡동,DEAR MY(디어마이),기타,187020.5899,450262.7568,126.85100866462246,37.554543129506506
164,서울특별시 강서구 화곡동 24-18 강서파크뷰 투웨니퍼스트 101호,화곡동,호아마라탕 화곡점,중국식,186421.1221,449556.8905,126.8442375661739,37.548174685869185
165,서울특별시 강서구 마곡동 800-15 이너매스마곡Ⅱ 2층 204호,마곡동,교반,한식,184971.5227,450643.0564,126.82781142739087,37.5579383085519
166,서울특별시 강서구 마곡동 772-8 에이스프라자,마곡동,(주)소금집 마곡지점,경양식,185190.1475,450940.3902,126.83027970210527,37.5606207971049
167,서울특별시 강서구 마곡동 797 에이스타워 마곡 108호,마곡동,윤식단,한식,185253.4782,450811.0376,126.83099908834403,37.55945636857024
168,서울특별시 강서구 마곡동 746-1 마곡엠밸리12단지,마곡동,금손찬 본점,한식,184285.2005,450783.3263,126.82004091449059,37.55919062742421
169,서울특별시 강서구 내발산동 669-5,내발산동,소셜빈 카페 좋은날,기타,185581.4855,450265.9075,126.83472216769003,37.554550033216394
170,서울특별시 강서구 화곡동 977-8,화곡동,장수면옥,한식,186684.6297,449642.8244,126.84721787941434,37.54895280099195
171,서울특별시 강서구 등촌동 720-0 (지상 1층) 104호,등촌동,해정가,한식,187282.7452,450848.5249,126.85396529262067,37.559824495955255
172,서울특별시 강서구 화곡동 818-3 (지상 1층),화곡동,kelly's kitchen(켈리네 부엌),한식,187415.0403,448179.15,126.85550857878769,37.53577555857006
173,서울특별시 강서구 방화동 598-72 (지상 1층)2동,방화동,화사랑,호프/통닭,183315.938,451675.4938,126.80905067825964,37.56721181304632
174,서울특별시 강서구 화곡동 376-2 (지상 1층),화곡동,놀닭,한식,185330.0209,448263.0773,126.83191651501365,37.53650079104365
175,서울특별시 강서구 내발산동 652 호용빌딩 1층,내발산동,서울꽃삼 발산본점,식육(숯불구이),185702.4332,450616.8864,126.8360840721512,37.55771419758885
176,서울특별시 강서구 화곡동 977-4 1층,화곡동,곱떡치떡&찜꽁찜닭 강서구청점,한식,186713.9885,449636.3406,126.84755022800013,37.54889480824289
177,서울특별시 강서구 마곡동 774-3 센테니아,마곡동,쏘스파클리!(so sparkly!),기타,185086.2483,450830.2066,126.82910602252326,37.55962637635124
178,서울특별시 강서구 등촌동 700 플러스존,등촌동,셀레그덮밥,한식,186299.7427,450792.0165,126.84284086306339,37.55930120825885
179,서울특별시 강서구 등촌동 700 플러스존 2층 212-B호,등촌동,파스타예요,경양식,186299.7427,450792.0165,126.84284086306339,37.55930120825885
