,경도,위도,clust
197,126.81318843181757,37.57295156921363,2
198,126.83106123234654,37.56054955583775,1
199,126.84165556979896,37.54199778498919,3
200,126.8281170579844,37.55881707733405,1
201,126.85237893409456,37.559469726237154,0
202,126.84534745267788,37.5556200112152,0
203,126.80670333778292,37.56181014878367,2
204,126.87037867658552,37.55396586820989,0
205,126.82781142739088,37.5579383085519,1
206,126.82956825415673,37.5606092471365,1
207,126.8110154436084,37.57170965376604,2
208,126.8252926688431,37.56040587381846,1
209,126.85934111396551,37.53566900693434,3
210,126.83348901883656,37.55357895315186,1
211,126.80990663933956,37.57830457294455,2
212,126.845108474169,37.56555014805881,1
213,126.8242065020734,37.56893627904596,1
214,126.8339871562211,37.56024728721412,1
215,126.8429816669348,37.53264009354772,3
216,126.82637693159276,37.55827237630971,1
217,126.84510987533476,37.5641927142912,1
218,126.8348080162819,37.56012978047625,1
219,126.82956825415673,37.5606092471365,1
220,126.85546926660056,37.55753860178106,0
221,126.83182848922488,37.53869533986985,3
222,126.83358890292702,37.53679600022304,3
223,126.82956825415673,37.5606092471365,1
224,126.83589798987676,37.53198128951004,3
225,126.84467474906002,37.53429957975887,3
226,126.82920674929154,37.56012072932643,1
227,126.81979277639417,37.56939865952811,2
228,126.82267187568652,37.56897116042472,1
229,126.8449149326664,37.529258774653854,3
230,126.8460013339002,37.53085410551403,3
231,126.83215432443411,37.53656360849694,3
232,126.82740064373608,37.55888839179397,1
233,126.83363898850776,37.55915249114075,1
234,126.83429600179797,37.554380080119486,1
235,126.85922165314568,37.53123177874789,3
236,126.83942627264246,37.559033649723794,1
237,126.84095545324242,37.53232819146767,3
238,126.83803120690246,37.54214951946362,3
239,126.8364437074579,37.532017465391895,3
240,126.82615830309447,37.5590196164552,1
241,126.84859352428516,37.552615517496406,0
242,126.82411198602848,37.567318225026334,1
243,126.86041599297198,37.55221104980468,0
244,126.85742971723474,37.533112912977366,3
245,126.84311474955248,37.52937928024513,3
246,126.82071759367894,37.56268713545023,1
247,126.83648596939958,37.56349669315357,1
248,126.83305751867373,37.546227302488816,1
249,126.83837737863593,37.56950136273457,1
250,126.83883283897724,37.53409565238585,3
251,126.86155089903971,37.5572521699858,0
252,126.83779720599416,37.55731792339921,1
253,126.82507271420133,37.55859446743701,1
254,126.85475607872992,37.532230313561456,3
255,126.8314427000827,37.55992541515814,1
256,126.84338015940104,37.52867779429729,3
257,126.85598264451096,37.55434698702123,0
258,126.8307644172763,37.5406771652164,3
259,126.83592300812688,37.53462020531927,3
260,126.83340022092852,37.53985524433792,3
261,126.84869692246106,37.55171557343175,0
262,126.8242065020734,37.56893627904596,1
263,126.85619670380086,37.53063047495647,3
264,126.8552647983804,37.5313819146574,3
265,126.84619206353346,37.55054046313755,0
266,126.85258318108346,37.56004346650613,0
267,126.800101763683,37.56505957682971,2
268,126.83256134409322,37.54403520785627,3
269,126.84072966491124,37.53051736331391,3
270,126.81038040307313,37.55824589007198,2
271,126.8457286573345,37.55766746456242,0
272,126.8457286573345,37.55766746456242,0
273,126.8400095201184,37.54387285304676,3
274,126.8700654748967,37.54988023013316,0
275,126.83236089169506,37.559832061931246,1
276,126.82384335726891,37.56793541656248,1
277,126.83769157934358,37.5674327091624,1
278,126.85174867198442,37.56088919132053,0
279,126.83106123234654,37.56054955583775,1
280,126.84435676767968,37.53175757227994,3
281,126.82481467113034,37.56856289510699,1
282,126.83421829029275,37.561888448743794,1
283,126.83679241808612,37.56439905839175,1
284,126.83648785347332,37.56871365822187,1
285,126.86007167467612,37.5316263643692,3
286,126.84365972350577,37.53108050771758,3
287,126.83361819548068,37.55446009508354,1
288,126.82956825415673,37.5606092471365,1
289,126.84689386686652,37.54724161316272,0
290,126.8073731446887,37.56105876923458,2
291,126.8521539163896,37.53112929101151,3
292,126.87113515320117,37.54913034847934,0
293,126.8491948917982,37.5525569192371,0
294,126.84822013548782,37.56188187769644,0
295,126.83648785347332,37.56871365822187,1
296,126.82488752335888,37.56904704592229,1
297,126.82910602252326,37.55962637635124,1
298,126.8598822779733,37.53153151521856,3
299,126.8476474057218,37.54961322995585,0
300,126.86341117560326,37.55203877583643,0
301,126.85580219057294,37.531630667723135,3
302,126.83324605363826,37.54395050611874,3
303,126.82920674929154,37.56012072932643,1
304,126.82781142739088,37.5579383085519,1
305,126.8242065020734,37.56893627904596,1
306,126.83275759142568,37.53966527220867,3
307,126.8471620247709,37.55342337163064,0
308,126.82931134476134,37.558685845144616,1
309,126.82507271420133,37.55859446743701,1
310,126.83288571521771,37.552791649413685,1
311,126.84832858910237,37.55289716696063,0
312,126.8310982834781,37.54046515758445,3
313,126.83317513157289,37.5442981685619,3
314,126.8242065020734,37.56893627904596,1
315,126.8202401059779,37.54977917999592,1
316,126.8043053348705,37.56271145167638,2
317,126.85038912108004,37.55236004723425,0
318,126.8261392662728,37.56040189687923,1
319,126.82920674929154,37.56012072932643,1
320,126.8152999595757,37.54711266686833,2
321,126.85881532799364,37.53325523161391,3
322,126.84955443840396,37.55269521973116,0
323,126.80558327656568,37.55675607076751,2
324,126.84027684007968,37.54290035308582,3
325,126.85258318108346,37.56004346650613,0
326,126.8242065020734,37.56893627904596,1
327,126.84619206353346,37.55054046313755,0
328,126.80972175668602,37.56752938921811,2
329,126.84868545359772,37.55672077314911,0
330,126.84364999028044,37.53292063067397,3
331,126.83348901883656,37.55357895315186,1
332,126.85508259138096,37.55894921181017,0
333,126.84900794342028,37.565030628548485,0
334,126.8489873125886,37.55194149110212,0
335,126.80807071516264,37.56100227079881,2
336,126.8242065020734,37.56893627904596,1
337,126.82189021939324,37.558921386222245,1
338,126.8238334963748,37.56863768358939,1
339,126.8428408630634,37.55930120825885,1
340,126.82637693159276,37.55827237630971,1
341,126.85258318108346,37.56004346650613,0
342,126.83027970210529,37.5606207971049,1
343,126.82384335726891,37.56793541656248,1
344,126.83317004588662,37.54682008766628,1
345,126.83200141074528,37.540420627981305,3
346,126.85433335057584,37.53269949721221,3
347,126.8378158243124,37.53033934466838,3
348,126.84978316669503,37.53082828663206,3
349,126.85258318108346,37.56004346650613,0
350,126.80974279000463,37.56643993750364,2
351,126.84847773010227,37.55358669042663,0
352,126.83245631156645,37.53528434464401,3
353,126.83578686029044,37.56129752078751,1
354,126.86046105057564,37.53036272695371,3
355,126.8246308885806,37.56042821984037,1
356,126.82481467113034,37.56856289510699,1
357,126.83283952601865,37.55144772506251,1
358,126.84766442415804,37.554299636360845,0
359,126.84819728106817,37.530968786562006,3
360,126.8052191674578,37.55589090958187,2
361,126.8052191674578,37.55589090958187,2
362,126.8276878063134,37.553023579845615,1
363,126.83552837177947,37.56661092417684,1
364,126.82910602252326,37.55962637635124,1
365,126.85391158818416,37.52986925266309,3
366,126.84080096323414,37.528563969113634,3
367,126.81247003844382,37.572334901908775,2
368,126.8100998228854,37.56923039822592,2
369,126.83421829029275,37.561888448743794,1
370,126.85465029680596,37.53296708247884,3
371,126.8103106607674,37.55811888544388,2
372,126.85258318108346,37.56004346650613,0
373,126.83317513157289,37.5442981685619,3
374,126.85717594601468,37.56104075272772,0
375,126.82920674929154,37.56012072932643,1
376,126.83745992003875,37.55996284044151,1
377,126.83404611108672,37.56063544135237,1
378,126.85094826786668,37.531036305494645,3
379,126.84457486672667,37.53139444593185,3
380,126.853282075611,37.53129282567175,3
381,126.80890660625506,37.56412956975007,2
382,126.87037867658552,37.55396586820989,0
383,126.80562307828548,37.57276394521763,2
384,126.80490067023608,37.57072355422135,2
385,126.85258318108346,37.56004346650613,0
386,126.8246308885806,37.56042821984037,1
387,126.86209071516924,37.55147151390912,0
388,126.84743496241504,37.55300125454204,0
389,126.8580115668498,37.533553185378274,3
390,126.8472887007036,37.553683108275045,0
391,126.84619206353346,37.55054046313755,0
392,126.83569777607175,37.55451984967976,1
393,126.85091265902275,37.55270037919205,0
394,126.83992858190366,37.56813834161027,1
395,126.84510987533476,37.5641927142912,1
396,126.84229072089302,37.55817774364639,1
397,126.8377191637681,37.55457239668132,1
398,126.82781142739088,37.5579383085519,1
399,126.8630692292541,37.55192462117061,0
400,126.85970907399842,37.5356632910502,3
401,126.82637693159276,37.55827237630971,1
402,126.82956825415673,37.5606092471365,1
403,126.82251549603356,37.56370116721959,1
404,126.8238334963748,37.56863768358939,1
405,126.84836020754518,37.55485464772444,0
406,126.8228940581252,37.56863012086736,1
407,126.82570333011677,37.55905428598511,1
408,126.84171452159458,37.54243802553884,3
409,126.8460013339002,37.53085410551403,3
410,126.81294308023048,37.567227140235886,2
411,126.83852969716,37.56662387978013,1
412,126.83865765263188,37.567188333592426,1
413,126.83894379308272,37.55908165971249,1
414,126.8553287774658,37.53114440310119,3
415,126.85450583972111,37.53146402468939,3
416,126.8434358998309,37.53194538335927,3
417,126.8200409144906,37.55919062742421,1
418,126.83992858190366,37.56813834161027,1
419,126.83541768768026,37.55767271044679,1
420,126.84619206353346,37.55054046313755,0
421,126.84619206353346,37.55054046313755,0
422,126.837473793619,37.56829201891165,1
423,126.85809963363889,37.53563217768591,3
424,126.859007754621,37.556691534663095,0
425,126.80742618920468,37.57250852676006,2
426,126.83852969716,37.56662387978013,1
427,126.8745352506192,37.55019951970105,0
428,126.833735120151,37.5452485123821,3
429,126.84281630649292,37.54647064611303,3
430,126.84281630649292,37.54647064611303,3
431,126.81489132225089,37.567188677896645,2
432,126.8126341707006,37.57019312820374,2
433,126.8252926688431,37.56040587381846,1
434,126.84132173223112,37.54195666101805,3
435,126.82661125414714,37.55897368977938,1
436,126.8428408630634,37.55930120825885,1
437,126.8257170120858,37.55852827823683,1
438,126.83852241751504,37.53990261900124,3
439,126.84562220992376,37.53435731946968,3
440,126.81583099695668,37.55443135198115,2
441,126.84981960782628,37.552655094345816,0
442,126.86126125279851,37.55176724706045,0
443,126.8227472856988,37.56765788765775,1
444,126.83642084598472,37.5348103228767,3
445,126.82920674929154,37.56012072932643,1
446,126.8315756667,37.53978588883896,3
447,126.83396451322716,37.53860934195311,3
448,126.84629673254751,37.55222119772488,0
449,126.85258318108346,37.56004346650613,0
450,126.8281170579844,37.55881707733405,1
451,126.85315616195966,37.55786755041388,0
452,126.81238204638368,37.56342357242359,2
453,126.8580732300021,37.55932644165766,0
454,126.8391787704677,37.54316022340284,3
455,126.840740401276,37.528092814545325,3
456,126.83302806277146,37.539654967822536,3
457,126.81337299059668,37.56857013762065,2
458,126.82507271420133,37.55859446743701,1
459,126.8344021358018,37.560184417513135,1
460,126.80433856779553,37.56679704819416,2
461,126.84283798808856,37.534255345299485,3
462,126.84190436915796,37.546580389149135,3
463,126.85063178307404,37.55252489849665,0
464,126.83305751867373,37.546227302488816,1
465,126.83382488875836,37.53684021078168,3
466,126.82457831351896,37.567879368900215,1
467,126.80978165061288,37.571557333685696,2
468,126.84766790679492,37.53093926402566,3
469,126.85955369244331,37.535463859979785,3
470,126.84281630649292,37.54647064611303,3
471,126.85727613570486,37.532450070560216,3
472,126.85163613562992,37.53216124257381,3
473,126.80612382926316,37.57281824441907,2
474,126.8276289100592,37.56019947798753,1
475,126.84516703104204,37.53651695826262,3
476,126.83572588173864,37.542051969604685,3
477,126.8444836699086,37.54576892625436,3
478,126.84872623891876,37.55281997017045,0
479,126.79061841689315,37.54656951102415,2
480,126.79061841689315,37.54656951102415,2
481,126.84897201443104,37.55430007368855,0
482,126.83302984984655,37.54916439420911,1
483,126.82781142739088,37.5579383085519,1
484,126.83759586265424,37.57019191146639,1
485,126.83233290419862,37.55930268632436,1
486,126.82637693159276,37.55827237630971,1
487,126.8284673007638,37.5532385285247,1
488,126.82673256891948,37.56087361501505,1
489,126.8552647983804,37.5313819146574,3
490,126.80978457266292,37.57656533060025,2
491,126.8493246525182,37.553308588147566,0
492,126.8331713200204,37.55278921543217,1
493,126.84836020754518,37.55485464772444,0
494,126.8343712166346,37.55650433716325,1
495,126.83218207509462,37.549280315701786,1
496,126.82673256891948,37.56087361501505,1
497,126.82910602252326,37.55962637635124,1
498,126.8228940581252,37.56863012086736,1
499,126.84510987533476,37.5641927142912,1
500,126.83852969716,37.56662387978013,1
501,126.8480816872806,37.56277597631959,0
502,126.84229072089302,37.55817774364639,1
503,126.83540243925832,37.56011097205791,1
504,126.82254030238656,37.56810671313608,1
505,126.83245175539383,37.5495523188118,1
506,126.8227472856988,37.56765788765775,1
507,126.84413750199307,37.53382404698614,3
508,126.85881230225604,37.55439283055435,0
509,126.859965868388,37.53568494184661,3
510,126.83593376906788,37.532813284912336,3
511,126.84367950503656,37.54038729830716,3
512,126.81489132225089,37.567188677896645,2
513,126.8480816872806,37.56277597631959,0
514,126.83287616452364,37.550982764816005,1
515,126.8463052598767,37.53150186231954,3
516,126.817926099646,37.57172083958928,2
517,126.86942340749148,37.55097910522458,0
518,126.84952044733096,37.55294227146742,0
519,126.83540243925832,37.56011097205791,1
520,126.8348080162819,37.56012978047625,1
521,126.81004168602767,37.57047260566997,2
522,126.837473793619,37.56829201891165,1
523,126.837473793619,37.56829201891165,1
524,126.82781142739088,37.5579383085519,1
525,126.83222424550571,37.56033675004943,1
526,126.84409225273558,37.532645700993776,3
527,126.8261392662728,37.56040189687923,1
528,126.8226345064703,37.55932422709176,1
529,126.84401601145288,37.536096388384856,3
530,126.84367950503656,37.54038729830716,3
531,126.82884838031138,37.55874250847223,1
532,126.8295946701602,37.553121516230405,1
533,126.84071937341568,37.54718399151599,3
534,126.83840362828056,37.53260380907373,3
535,126.85069723335802,37.5542605894672,0
536,126.84508661163808,37.54284000142772,3
537,126.845108474169,37.56555014805881,1
538,126.84496911196054,37.53441761381906,3
539,126.85391158818416,37.52986925266309,3
540,126.80903428973258,37.57197504860443,2
541,126.80915313301412,37.56582923965394,2
542,126.84375670178422,37.5339802119536,3
543,126.83862200260172,37.53566480476839,3
544,126.81591337805958,37.57088919548539,2
545,126.83287608590749,37.54682235857649,1
546,126.86044377427947,37.530578968573714,3
547,126.8488408741174,37.55166625663056,0
548,126.83709717924188,37.52781083537844,3
549,126.8262662705072,37.55987881530501,1
550,126.83388469675997,37.552881220914486,1
551,126.83404611108672,37.56063544135237,1
552,126.83642466547848,37.538418103413,3
553,126.8281170579844,37.55881707733405,1
554,126.82981735954247,37.558628863140896,1
555,126.8261392662728,37.56040189687923,1
556,126.809358836558,37.5711698198799,2
557,126.81267186282064,37.5685464206364,2
558,126.83847581101638,37.5409429587254,3
559,126.86041599297198,37.55221104980468,0
560,126.8396116414953,37.54128996255276,3
561,126.80666233176382,37.56610375368166,2
562,126.84049361534105,37.54204497752984,3
563,126.83726975424044,37.565855488107296,1
564,126.86350254814433,37.55076672916021,0
565,126.8227472856988,37.56765788765775,1
566,126.82189021939324,37.558921386222245,1
567,126.8552647983804,37.5313819146574,3
568,126.83293279260629,37.559773366384505,1
569,126.84894103839602,37.5527717324624,0
570,126.84250327847828,37.54484456050731,3
571,126.8228940581252,37.56863012086736,1
572,126.83106123234654,37.56054955583775,1
573,126.82507271420133,37.55859446743701,1
574,126.84281630649292,37.54647064611303,3
575,126.82425611318271,37.558491134564775,1
576,126.83540243925832,37.56011097205791,1
577,126.83476307093144,37.53480294017896,3
578,126.86056029344218,37.55027750360794,0
579,126.83745992003875,37.55996284044151,1
580,126.83572488189569,37.530202436648594,3
581,126.84174614290016,37.54506490894813,3
582,126.84955443840396,37.55269521973116,0
583,126.87134894302947,37.54733242053882,0
584,126.84327448550376,37.52998363529576,3
585,126.81417594176602,37.56701385572436,2
586,126.82781142739088,37.5579383085519,1
587,126.83557816435776,37.538708922175765,3
588,126.83638784751376,37.559335947388114,1
589,126.8552647983804,37.5313819146574,3
590,126.86041599297198,37.55221104980468,0
591,126.85758384925322,37.53280713165498,3
592,126.86049569148362,37.553158278106906,0
593,126.8261392662728,37.56040189687923,1
594,126.85946528036192,37.53124845422494,3
595,126.84324810409738,37.56082079456751,1
596,126.84324810409738,37.56082079456751,1
597,126.86037441824368,37.55375580237421,0
598,126.8344021358018,37.560184417513135,1
599,126.82384335726891,37.56793541656248,1
600,126.8226345064703,37.55932422709176,1
601,126.82384335726891,37.56793541656248,1
602,126.83201730622746,37.544910178571314,3
603,126.83427906501365,37.54459295738004,3
604,126.8252926688431,37.56040587381846,1
605,126.8366086942228,37.53655087437336,3
606,126.840740401276,37.528092814545325,3
607,126.85410932327014,37.531736943825706,3
608,126.85990067639835,37.54876817343297,0
609,126.8496204618462,37.5620219855591,0
610,126.80671677011956,37.57930417330219,2
611,126.800101763683,37.56505957682971,2
612,126.8435851317538,37.54467357309524,3
613,126.8435851317538,37.54467357309524,3
614,126.84040823537543,37.534485342554376,3
615,126.83675384175362,37.53775956776486,3
616,126.82956825415673,37.5606092471365,1
617,126.84741467262296,37.5545309152571,0
618,126.83470366944309,37.56057975418532,1
619,126.82956825415673,37.5606092471365,1
620,126.8343712166346,37.55650433716325,1
621,126.83569412835452,37.561037278418944,1
622,126.83250583491991,37.55247262657306,1
623,126.800101763683,37.56505957682971,2
624,126.8242065020734,37.56893627904596,1
625,126.83942627264246,37.559033649723794,1
626,126.8242065020734,37.56893627904596,1
627,126.83222424550571,37.56033675004943,1
628,126.85653424756624,37.53202172309026,3
629,126.82944140308848,37.548494915496605,1
630,126.84807038770542,37.55293072605965,0
631,126.8428408630634,37.55930120825885,1
632,126.84250327847828,37.54484456050731,3
633,126.84350308083964,37.533889983464725,3
634,126.83233290419862,37.55930268632436,1
635,126.81525522489932,37.54563862039168,2
636,126.8281170579844,37.55881707733405,1
637,126.8227472856988,37.56765788765775,1
638,126.8475293506095,37.552305614808006,0
639,126.83151644955387,37.560482494410685,1
640,126.83433609655476,37.55962106454443,1
641,126.8605999331605,37.54995997337856,0
642,126.8592167962725,37.53236848668446,3
643,126.83404611108672,37.56063544135237,1
644,126.84827499370265,37.55742072251737,0
645,126.81489132225089,37.567188677896645,2
646,126.80978165061288,37.571557333685696,2
647,126.82325784833202,37.56925030660229,1
648,126.83027970210529,37.5606207971049,1
649,126.83648785347332,37.56871365822187,1
650,126.84009096580398,37.542636133989866,3
651,126.85781386828164,37.55778026073195,0
652,126.84836020754518,37.55485464772444,0
653,126.8052932986048,37.57118249630577,2
654,126.80959247081776,37.57750172652673,2
655,126.8072781722025,37.56015068605964,2
656,126.83714661463291,37.55878781688419,1
657,126.82457831351896,37.567879368900215,1
658,126.84524658750804,37.54564495129599,3
659,126.83288571521771,37.552791649413685,1
660,126.83866934278932,37.56786172671062,1
661,126.84221491039924,37.54555492288175,3
662,126.83478151506988,37.544778864159866,3
663,126.81060295975244,37.55644201583811,2
664,126.866618093937,37.55567753804608,0
665,126.8348080162819,37.56012978047625,1
666,126.86993323459244,37.54949338006456,0
667,126.83505156347088,37.53751700428158,3
668,126.80707114841604,37.57206901683993,2
669,126.8480296579162,37.56371170513456,0
670,126.82884838031138,37.55874250847223,1
671,126.8276289100592,37.56019947798753,1
672,126.81236643518844,37.56980118954878,2
673,126.84155248340129,37.54557830100735,3
674,126.8348080162819,37.56012978047625,1
675,126.8257170120858,37.55852827823683,1
676,126.85727613570486,37.532450070560216,3
677,126.8246308885806,37.56042821984037,1
678,126.83388178262578,37.54042221193036,3
679,126.83860278465474,37.56689000084136,1
680,126.83305751867373,37.546227302488816,1
681,126.82956825415673,37.5606092471365,1
682,126.82364827549222,37.55231260175643,1
683,126.8090681949409,37.56065273161342,2
684,126.83182919294454,37.56042507244408,1
685,126.84711812982027,37.54886793310464,0
686,126.8252926688431,37.56040587381846,1
687,126.82411198602848,37.567318225026334,1
688,126.82267187568652,37.56897116042472,1
689,126.8357224172377,37.529904099100506,3
690,126.83685051309295,37.56699991374289,1
691,126.84299137158328,37.532018973555175,3
692,126.8238334963748,37.56863768358939,1
693,126.8227472856988,37.56765788765775,1
694,126.83233290419862,37.55930268632436,1
695,126.8246308885806,37.56042821984037,1
696,126.82308142820744,37.568065477087,1
697,126.85237893409456,37.559469726237154,0
698,126.84372646529307,37.56061656173266,1
